content_id,text,clean_text,publish_time,sentiment_score,sentiment_label,emotion_keywords,confidence,user_id,user_followers,user_region,repost_count,comment_count,quote_count
66b309bc93fba514,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/6/3 0:11,0.077,中性,"['说明', '关注', '提醒']",0.93,user_200913,1707,长沙市,3120,2604,178
b0ee10c2dd1a2879,<p>对这个政策表示强烈抗议，这完全不合理！[广告],对这个政策表示强烈抗议，这完全不合理！,2025/5/18 9:11,-0.696,负面,['失望'],0.945,user_717556,865816,贵阳市,7451,3514,446
2d52fe0ff7041b81,疫情防控措施很到位，为医护人员点赞！,疫情防控措施很到位，为医护人员点赞！,2025/5/29 9:43,-0.748,负面,"['不满', '失望']",0.837,user_699153,932048,哈尔滨市,9636,4047,339
05b0e2ef4636d5c9,<p>环保意识需要进一步提高，保护我们的地球家园。<span>,环保意识需要进一步提高，保护我们的地球家园。,2025/5/16 9:06,-0.695,负面,"['失望', '抗议', '谴责']",0.603,user_693289,211093,佛山市,4283,1592,1792
c9773c4a632a8839,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/21 19:19,-0.943,负面,['抗议'],0.605,user_850376,817461,沈阳市,9552,3974,1740
089e0c5dddc53198,环保意识需要进一步提高，保护我们的地球家园。,环保意识需要进一步提高，保护我们的地球家园。,2025/5/17 10:58,-0.081,中性,['讨论'],0.643,user_800324,716599,哈尔滨市,5725,4437,939
04fd7323a957d978,教育改革政策需要更多时间来观察效果。,教育改革政策需要更多时间来观察效果。,2025/5/26 1:25,0.071,中性,['分析'],0.803,user_544689,416372,合肥市,1440,4185,416
04cf4066c5c1e9c7,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/27 3:49,0.078,中性,['关注'],0.854,user_373334,722353,长春市,1134,3936,773
e71f976f76a9973e,[广告]科技发展日新月异，人工智能改变生活。[广告],科技发展日新月异，人工智能改变生活。,2025/5/9 18:49,0.336,正面,"['赞美', '期待', '开心']",0.931,user_193666,38420,哈尔滨市,9344,764,427
8b09aa9efafcb3d4,最近股市波动很大，投资需要谨慎。,最近股市波动很大，投资需要谨慎。,2025/5/8 9:22,0.613,正面,['开心'],0.804,user_745864,856901,东莞市,3766,970,1527
576dfd74bd9cf6c9,最近股市波动很大，投资需要谨慎。,最近股市波动很大，投资需要谨慎。,2025/5/9 1:22,0.703,正面,"['期待', '喜欢', '感谢']",0.737,user_742454,750700,厦门市,3151,1158,1059
10f1c2577ea35118,文化传承很重要，传统节日应该得到重视。,文化传承很重要，传统节日应该得到重视。,2025/5/21 0:22,-0.858,负面,"['不满', '抗议']",0.62,user_823375,456105,石家庄市,8210,1047,1847
4d722947ae78ee23,交通堵塞太严重了，上班迟到了半小时，真是烦人。,交通堵塞太严重了，上班迟到了半小时，真是烦人。,2025/5/20 10:24,-0.455,负面,['反对'],0.941,user_276716,641635,大连市,2715,678,1723
b40abb029758f34a,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/6/3 13:21,0.882,正面,"['期待', '点赞']",0.679,user_529309,148904,呼和浩特市,4316,1752,717
699e2623777e236b,<p>对这个政策表示强烈抗议，这完全不合理！</p>,对这个政策表示强烈抗议，这完全不合理！,2025/5/15 5:18,0.007,中性,"['建议', '关注']",0.634,user_682314,886112,哈尔滨市,7069,2965,1437
201d33e55d3c6baf,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/5/20 4:35,-0.304,负面,"['愤怒', '失望', '批评']",0.827,user_892440,558602,昆明市,1358,2762,1418
2c837e15fb401da3,科技发展日新月异，人工智能改变生活。,科技发展日新月异，人工智能改变生活。,2025/5/16 5:36,-0.261,负面,"['反对', '谴责']",0.743,user_486824,950079,西安市,5188,1298,1773
b6c3fdda2f8f1c1f,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/5/31 18:38,0.617,正面,['喜欢'],0.887,user_418626,805265,昆明市,4902,1906,1577
2f09745c8617c1d2,新产品发布会很成功，期待后续发展。,新产品发布会很成功，期待后续发展。,2025/5/28 3:41,-0.688,负面,['不满'],0.656,user_570264,525601,南昌市,9152,995,1836
bd7bf626499d1d2f,[广告]新产品发布会很成功，期待后续发展。<br>,新产品发布会很成功，期待后续发展。,2025/5/13 12:06,0.27,正面,"['点赞', '支持']",0.818,user_253343,243813,海口市,4026,3165,204
9478def238a5c66a,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/6/3 18:30,0.766,正面,"['满意', '开心', '赞美']",0.648,user_120404,852357,北京市,8927,1557,1751
fac5e51e88696404,<span>对这个政策表示强烈抗议，这完全不合理！<span>,对这个政策表示强烈抗议，这完全不合理！,2025/5/19 21:02,0.123,正面,"['支持', '赞美']",0.701,user_679992,822097,济南市,6906,222,583
9ad22fddd5586ee9,<p>对这个政策表示强烈抗议，这完全不合理！</span>,对这个政策表示强烈抗议，这完全不合理！,2025/5/28 23:00,-0.023,中性,['讨论'],0.858,user_699869,577545,西安市,498,3092,1513
7c9a804c63a2ab7b,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/6/3 17:21,0.528,正面,"['感谢', '开心', '点赞']",0.664,user_707100,305258,沈阳市,5180,2439,1452
cc9de020e3a6cf99,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/5/25 14:38,-0.63,负面,"['谴责', '反对']",0.934,user_629359,708378,无锡市,4038,929,1534
648fd6d46a5923b7,环保意识需要进一步提高，保护我们的地球家园。,环保意识需要进一步提高，保护我们的地球家园。,2025/5/8 18:17,-0.517,负面,"['反对', '失望']",0.806,user_810722,820843,佛山市,8909,300,793
94216a8d0eaca63e,食品安全问题不容忽视，监管要更加严格。,食品安全问题不容忽视，监管要更加严格。,2025/5/13 17:45,0.068,中性,"['关注', '提醒']",0.826,user_535246,763672,太原市,2127,2888,1766
4a44f0829732917e,</span>对这个政策表示强烈抗议，这完全不合理！【推广】,对这个政策表示强烈抗议，这完全不合理！,2025/5/18 6:05,-0.326,负面,"['批评', '抗议']",0.923,user_754983,828044,青岛市,1481,2782,268
a6631127fc0e3713,食品安全问题不容忽视，监管要更加严格。,食品安全问题不容忽视，监管要更加严格。,2025/6/1 19:43,0.023,中性,"['分析', '关注']",0.808,user_321774,789545,天津市,3744,2763,242
82fc3ca1faeddc19,</span>食品安全问题不容忽视，监管要更加严格。[广告],食品安全问题不容忽视，监管要更加严格。,2025/5/27 10:15,0.979,正面,['支持'],0.746,user_950169,441103,呼和浩特市,6083,1326,662
aaf7bee69452e098,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/5/8 7:56,0.038,中性,"['关注', '分析', '观察']",0.822,user_649948,981557,贵阳市,6791,3543,895
67787fe5165eac9e,科技发展日新月异，人工智能改变生活。,科技发展日新月异，人工智能改变生活。,2025/5/25 3:41,0.044,中性,['说明'],0.892,user_558538,486409,广州市,5037,3194,414
e4eb109bfacc8a09,文化传承很重要，传统节日应该得到重视。,文化传承很重要，传统节日应该得到重视。,2025/5/18 19:26,0.643,正面,['开心'],0.658,user_974630,622995,南京市,2991,4319,1960
39c4bddfd589150e,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/5/19 13:05,0.857,正面,['满意'],0.806,user_686459,65284,杭州市,7661,1298,1177
41011690dbe16dc0,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/5/17 0:42,0.075,中性,"['关注', '思考']",0.641,user_957048,968676,西安市,1822,2516,1875
579874308d65c8a9,疫情防控措施很到位，为医护人员点赞！,疫情防控措施很到位，为医护人员点赞！,2025/6/2 21:43,-0.012,中性,"['说明', '思考']",0.73,user_949741,48485,郑州市,5175,253,1473
db1a3692215fb91d,对这个政策表示强烈抗议，这完全不合理！,对这个政策表示强烈抗议，这完全不合理！,2025/5/15 13:39,-0.059,中性,"['分析', '观察', '关注']",0.656,user_958879,998300,东莞市,4762,1218,931
0b4e5acbadcaa0ca,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/6/3 1:50,0.966,正面,"['满意', '支持', '赞美']",0.798,user_116199,511894,青岛市,315,4004,1932
e4a503e2e6df944c,<p>文化传承很重要，传统节日应该得到重视。【推广】,文化传承很重要，传统节日应该得到重视。,2025/6/1 2:26,-0.713,负面,"['抗议', '失望']",0.649,user_851035,748754,大连市,7861,4304,826
7a4eb5cbbb174646,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/5/13 2:06,0.13,正面,"['满意', '期待']",0.722,user_385255,184214,石家庄市,4747,273,1642
8147b4360cfa38b0,最近股市波动很大，投资需要谨慎。,最近股市波动很大，投资需要谨慎。,2025/5/12 13:23,0.351,正面,"['开心', '点赞']",0.769,user_357200,532458,西安市,75,3017,887
ccdd191444876705,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/6/1 3:06,0.074,中性,"['说明', '建议', '关注']",0.885,user_936971,418192,广州市,7171,2035,744
c4a8ded85ebabb16,对这个政策表示强烈抗议，这完全不合理！,对这个政策表示强烈抗议，这完全不合理！,2025/6/2 15:23,-0.035,中性,"['说明', '建议', '观察']",0.785,user_464630,91363,苏州市,4383,2862,1880
55e1db2cf2939e23,<br>教育改革政策需要更多时间来观察效果。</span>,教育改革政策需要更多时间来观察效果。,2025/5/8 2:41,-0.671,负面,"['愤怒', '不满']",0.601,user_842857,673906,南昌市,8015,2660,895
0d5959d5dc0a58af,新产品发布会很成功，期待后续发展。,新产品发布会很成功，期待后续发展。,2025/6/3 17:53,0.368,正面,"['感谢', '点赞', '喜欢']",0.865,user_813169,42136,大连市,8550,1624,1031
4061d5e72c03d400,交通堵塞太严重了，上班迟到了半小时，真是烦人。,交通堵塞太严重了，上班迟到了半小时，真是烦人。,2025/5/29 9:13,-0.523,负面,"['抗议', '谴责', '失望']",0.691,user_540739,69343,郑州市,3764,773,553
c494a608b8278ac8,<span>网络购物体验不错，快递速度很快。【推广】,网络购物体验不错，快递速度很快。,2025/6/5 12:37,0.494,正面,['赞美'],0.684,user_352799,883324,厦门市,2198,1129,789
49125a6cfd3e424d,网络购物体验不错，快递速度很快。,网络购物体验不错，快递速度很快。,2025/5/15 19:06,0.887,正面,['开心'],0.601,user_290263,443301,兰州市,7778,3999,736
0a75926e89f2df26,新产品发布会很成功，期待后续发展。,新产品发布会很成功，期待后续发展。,2025/6/1 8:04,-0.025,中性,"['说明', '建议']",0.667,user_660941,121010,宁波市,969,4128,597
30039966da4c72c2,环保意识需要进一步提高，保护我们的地球家园。,环保意识需要进一步提高，保护我们的地球家园。,2025/5/23 12:25,-0.08,中性,"['提醒', '分析']",0.943,user_798638,161583,成都市,9259,1538,1390
1fcca16e37fc85e2,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/15 2:29,-0.794,负面,"['批评', '谴责']",0.718,user_360447,658042,南宁市,9440,989,1395
b4c87deb191c4532,对这个政策表示强烈抗议，这完全不合理！,对这个政策表示强烈抗议，这完全不合理！,2025/5/28 18:40,0.839,正面,"['期待', '喜欢', '赞美']",0.825,user_558973,164093,太原市,8847,2967,1753
ca507bece1ceb757,文化传承很重要，传统节日应该得到重视。,文化传承很重要，传统节日应该得到重视。,2025/5/29 2:53,-0.006,中性,"['观察', '关注', '分析']",0.743,user_873401,863776,拉萨市,7478,2039,656
9625baed7e590ac7,交通堵塞太严重了，上班迟到了半小时，真是烦人。,交通堵塞太严重了，上班迟到了半小时，真是烦人。,2025/5/25 0:07,0.209,正面,['开心'],0.706,user_310737,869885,厦门市,3091,4207,1377
9c8a197439fbf62a,教育改革政策需要更多时间来观察效果。,教育改革政策需要更多时间来观察效果。,2025/6/2 13:16,-0.022,中性,"['思考', '观察']",0.775,user_481877,691545,石家庄市,2803,2762,229
516c8f92137795e5,疫情防控措施很到位，为医护人员点赞！,疫情防控措施很到位，为医护人员点赞！,2025/5/27 19:44,0.031,中性,"['思考', '提醒', '关注']",0.692,user_961932,429553,合肥市,9634,2825,190
3c73abe3a23b0958,</span>这家餐厅的服务态度很好，菜品也很美味，值得推荐。</span>,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/19 4:07,0.848,正面,"['支持', '感谢', '开心']",0.669,user_882669,192268,西安市,3868,2066,1324
d46c7eca76da11ea,<br>网络购物体验不错，快递速度很快。<span>,网络购物体验不错，快递速度很快。,2025/6/1 13:53,0.574,正面,"['满意', '点赞']",0.909,user_309041,553463,海口市,3654,2505,1239
c42cea2ac45b0cdb,[广告]最近股市波动很大，投资需要谨慎。</p>,最近股市波动很大，投资需要谨慎。,2025/5/18 15:20,0.416,正面,"['喜欢', '满意']",0.643,user_279891,285103,长沙市,7780,2782,137
80823979201b9501,<p>科技发展日新月异，人工智能改变生活。</span>,科技发展日新月异，人工智能改变生活。,2025/6/1 20:11,-0.196,负面,['反对'],0.68,user_398993,730776,西安市,3785,4891,366
8c8be62ae0fe834b,</p>体育赛事精彩纷呈，为运动员加油！<span>,体育赛事精彩纷呈，为运动员加油！,2025/5/21 6:52,0.813,正面,['感谢'],0.818,user_416721,779856,深圳市,9896,2228,1936
fd8e290163e6fd95,食品安全问题不容忽视，监管要更加严格。,食品安全问题不容忽视，监管要更加严格。,2025/5/17 4:37,0.01,中性,"['思考', '提醒']",0.936,user_599079,530844,苏州市,9679,4993,1076
ef186afd05b785a4,[广告]文化传承很重要，传统节日应该得到重视。【推广】,文化传承很重要，传统节日应该得到重视。,2025/5/16 10:30,0.153,正面,"['开心', '赞美']",0.716,user_194299,843511,昆明市,2283,1975,161
7381a673fa5aabbb,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/18 4:35,-0.141,负面,"['愤怒', '失望', '担心']",0.73,user_584027,719089,南宁市,897,512,1670
b3474e104ed4fcfe,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/5/23 3:13,0.078,中性,"['分析', '观察', '思考']",0.906,user_294050,124670,南宁市,4376,1305,1631
03eb2f4db4f9b39b,最近股市波动很大，投资需要谨慎。,最近股市波动很大，投资需要谨慎。,2025/6/2 14:49,0.298,正面,"['期待', '点赞']",0.828,user_410665,546589,武汉市,6703,2956,182
febb54b7b6172e9d,<br>房价又涨了，年轻人买房压力越来越大。</span>,房价又涨了，年轻人买房压力越来越大。,2025/5/30 16:16,0.696,正面,"['感谢', '点赞']",0.728,user_858711,958852,厦门市,2181,1312,604
54dd8ccd58b650bf,新产品发布会很成功，期待后续发展。,新产品发布会很成功，期待后续发展。,2025/5/21 23:06,-0.26,负面,['失望'],0.651,user_219581,153542,呼和浩特市,3823,1492,1181
51bc1da3c7ac2429,疫情防控措施很到位，为医护人员点赞！,疫情防控措施很到位，为医护人员点赞！,2025/5/23 3:07,-0.456,负面,['不满'],0.92,user_457650,495559,西安市,9032,4576,1363
6eee0aa17bc3ba82,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/5/29 4:20,0.573,正面,"['喜欢', '点赞', '感谢']",0.69,user_621995,998217,兰州市,1859,2916,447
5f71bdf9c0c5f39d,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/6/3 8:53,-0.012,中性,['说明'],0.639,user_460694,578416,天津市,1600,1894,18
f495146987493cf6,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/5/17 1:40,-0.763,负面,"['批评', '愤怒']",0.931,user_884908,600498,北京市,2097,4969,1216
826dbad44189670b,房价又涨了，年轻人买房压力越来越大。,房价又涨了，年轻人买房压力越来越大。,2025/6/5 9:41,0.091,中性,['提醒'],0.63,user_840561,551617,佛山市,3880,2759,1575
487727e3ae56b7b8,科技发展日新月异，人工智能改变生活。,科技发展日新月异，人工智能改变生活。,2025/5/22 4:03,0.889,正面,['感谢'],0.668,user_441790,44527,哈尔滨市,4104,933,968
456499e56e5223fe,今天天气真好，心情很不错！阳光明媚，适合出去散步。,今天天气真好，心情很不错！阳光明媚，适合出去散步。,2025/5/25 16:30,-0.086,中性,['关注'],0.81,user_215614,345769,广州市,5521,1005,1580
2bf56de661479d7c,<span>食品安全问题不容忽视，监管要更加严格。</p>,食品安全问题不容忽视，监管要更加严格。,2025/5/9 14:02,-0.206,负面,"['担心', '批评']",0.72,user_953776,888143,昆明市,6075,3147,1585
71cccab03bda663f,今天天气真好，心情很不错！阳光明媚，适合出去散步。,今天天气真好，心情很不错！阳光明媚，适合出去散步。,2025/6/2 17:25,-0.012,中性,['观察'],0.89,user_100696,660472,厦门市,1949,2960,1350
67f1b5a9ebba38c4,文化传承很重要，传统节日应该得到重视。,文化传承很重要，传统节日应该得到重视。,2025/5/13 4:15,0.075,中性,['关注'],0.766,user_679377,588496,无锡市,1397,2873,898
77a7232465b6ff28,环保意识需要进一步提高，保护我们的地球家园。,环保意识需要进一步提高，保护我们的地球家园。,2025/5/13 23:07,0.08,中性,"['讨论', '分析']",0.81,user_218081,936461,长沙市,1424,1060,951
86cb8ae744dcfcfe,<span>这家餐厅的服务态度很好，菜品也很美味，值得推荐。<br>,这家餐厅的服务态度很好，菜品也很美味，值得推荐。,2025/6/3 6:42,0.1,中性,['关注'],0.869,user_305239,755326,南宁市,2812,4975,936
a34605a6f0fea391,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/5/16 8:43,-0.293,负面,"['担心', '批评']",0.604,user_506978,989351,合肥市,3474,3538,658
95379cae1b6394de,体育赛事精彩纷呈，为运动员加油！,体育赛事精彩纷呈，为运动员加油！,2025/5/27 7:28,0.21,正面,"['感谢', '赞美']",0.805,user_501775,679725,南宁市,8986,606,763
f39966661f12155c,最近股市波动很大，投资需要谨慎。,最近股市波动很大，投资需要谨慎。,2025/5/20 15:55,-0.164,负面,"['反对', '愤怒']",0.91,user_314305,282579,太原市,2299,458,1216
fcd0a920ab64e87b,科技发展日新月异，人工智能改变生活。,科技发展日新月异，人工智能改变生活。,2025/6/2 16:55,-0.015,中性,"['分析', '关注']",0.83,user_279280,398517,郑州市,4602,1585,209
